17:48:25.910994 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 3574583819:3574586715, ack 2860355411, win 58, options [nop,nop,TS val 27836492 ecr 27836491], length 2896
17:48:38.261647 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7714944:7717840, ack 1, win 58, options [nop,nop,TS val 27839570 ecr 27839569], length 2896
17:48:38.265105 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 7717840:7720736, ack 1, win 58, options [nop,nop,TS val 27839570 ecr 27839570], length 2896
17:48:38.268132 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7720736:7723632, ack 1, win 58, options [nop,nop,TS val 27839571 ecr 27839570], length 2896
17:48:38.271160 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7723632:7726528, ack 1, win 58, options [nop,nop,TS val 27839572 ecr 27839571], length 2896
17:48:38.274188 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7726528:7729424, ack 1, win 58, options [nop,nop,TS val 27839573 ecr 27839572], length 2896
17:48:38.277217 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7729424:7732320, ack 1, win 58, options [nop,nop,TS val 27839574 ecr 27839573], length 2896
17:48:38.280244 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7732320:7735216, ack 1, win 58, options [nop,nop,TS val 27839575 ecr 27839574], length 2896
17:48:38.283272 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7735216:7738112, ack 1, win 58, options [nop,nop,TS val 27839576 ecr 27839575], length 2896
17:48:38.286301 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7738112:7741008, ack 1, win 58, options [nop,nop,TS val 27839576 ecr 27839576], length 2896
17:48:38.289328 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7741008:7743904, ack 1, win 58, options [nop,nop,TS val 27839577 ecr 27839576], length 2896
17:48:38.292356 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7743904:7746800, ack 1, win 58, options [nop,nop,TS val 27839578 ecr 27839577], length 2896
17:48:38.295384 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7746800:7749696, ack 1, win 58, options [nop,nop,TS val 27839579 ecr 27839578], length 2896
17:48:38.298412 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7749696:7752592, ack 1, win 58, options [nop,nop,TS val 27839580 ecr 27839579], length 2896
17:48:38.301440 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7752592:7755488, ack 1, win 58, options [nop,nop,TS val 27839581 ecr 27839580], length 2896
17:48:38.304468 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7755488:7758384, ack 1, win 58, options [nop,nop,TS val 27839582 ecr 27839581], length 2896
17:48:38.307496 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7758384:7761280, ack 1, win 58, options [nop,nop,TS val 27839583 ecr 27839582], length 2896
17:48:38.310524 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7761280:7764176, ack 1, win 58, options [nop,nop,TS val 27839583 ecr 27839583], length 2896
17:48:38.313552 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7764176:7767072, ack 1, win 58, options [nop,nop,TS val 27839584 ecr 27839583], length 2896
17:48:38.316581 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7767072:7769968, ack 1, win 58, options [nop,nop,TS val 27839585 ecr 27839584], length 2896
17:48:38.319609 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7769968:7772864, ack 1, win 58, options [nop,nop,TS val 27839586 ecr 27839585], length 2896
17:48:38.322636 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7772864:7775760, ack 1, win 58, options [nop,nop,TS val 27839587 ecr 27839586], length 2896
17:48:38.325664 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7775760:7778656, ack 1, win 58, options [nop,nop,TS val 27839588 ecr 27839587], length 2896
17:48:38.328693 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7778656:7781552, ack 1, win 58, options [nop,nop,TS val 27839589 ecr 27839588], length 2896
17:48:38.331724 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7781552:7784448, ack 1, win 58, options [nop,nop,TS val 27839589 ecr 27839589], length 2896
17:48:38.334749 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7784448:7787344, ack 1, win 58, options [nop,nop,TS val 27839590 ecr 27839589], length 2896
17:48:38.337776 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7787344:7790240, ack 1, win 58, options [nop,nop,TS val 27839591 ecr 27839590], length 2896
17:48:38.340805 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7790240:7793136, ack 1, win 58, options [nop,nop,TS val 27839592 ecr 27839591], length 2896
17:48:38.343832 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7793136:7796032, ack 1, win 58, options [nop,nop,TS val 27839593 ecr 27839592], length 2896
17:48:38.346860 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7796032:7798928, ack 1, win 58, options [nop,nop,TS val 27839594 ecr 27839593], length 2896
17:48:38.349888 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7798928:7801824, ack 1, win 58, options [nop,nop,TS val 27839595 ecr 27839594], length 2896
17:48:38.352916 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7801824:7804720, ack 1, win 58, options [nop,nop,TS val 27839596 ecr 27839595], length 2896
17:48:38.355944 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7804720:7807616, ack 1, win 58, options [nop,nop,TS val 27839596 ecr 27839596], length 2896
17:48:38.358973 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7807616:7810512, ack 1, win 58, options [nop,nop,TS val 27839597 ecr 27839596], length 2896
17:48:38.362000 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7810512:7813408, ack 1, win 58, options [nop,nop,TS val 27839598 ecr 27839597], length 2896
17:48:38.365028 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7813408:7816304, ack 1, win 58, options [nop,nop,TS val 27839599 ecr 27839598], length 2896
17:48:38.368056 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7816304:7819200, ack 1, win 58, options [nop,nop,TS val 27839600 ecr 27839599], length 2896
17:48:38.371084 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7819200:7822096, ack 1, win 58, options [nop,nop,TS val 27839601 ecr 27839600], length 2896
17:48:38.374112 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7822096:7824992, ack 1, win 58, options [nop,nop,TS val 27839602 ecr 27839601], length 2896
17:48:38.377140 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7824992:7827888, ack 1, win 58, options [nop,nop,TS val 27839602 ecr 27839602], length 2896
17:48:38.380168 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7827888:7830784, ack 1, win 58, options [nop,nop,TS val 27839603 ecr 27839602], length 2896
17:48:38.383196 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7830784:7833680, ack 1, win 58, options [nop,nop,TS val 27839604 ecr 27839603], length 2896
17:48:38.386224 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7833680:7836576, ack 1, win 58, options [nop,nop,TS val 27839605 ecr 27839604], length 2896
17:48:38.389252 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7836576:7839472, ack 1, win 58, options [nop,nop,TS val 27839605 ecr 27839605], length 2896
17:48:38.392280 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7839472:7842368, ack 1, win 58, options [nop,nop,TS val 27839606 ecr 27839605], length 2896
17:48:38.395308 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7842368:7845264, ack 1, win 58, options [nop,nop,TS val 27839607 ecr 27839606], length 2896
17:48:38.398337 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7845264:7848160, ack 1, win 58, options [nop,nop,TS val 27839608 ecr 27839607], length 2896
17:48:38.401364 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7848160:7851056, ack 1, win 58, options [nop,nop,TS val 27839609 ecr 27839608], length 2896
17:48:38.404392 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7851056:7853952, ack 1, win 58, options [nop,nop,TS val 27839609 ecr 27839609], length 2896
17:48:38.407421 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7853952:7856848, ack 1, win 58, options [nop,nop,TS val 27839610 ecr 27839609], length 2896
17:48:38.410448 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7856848:7859744, ack 1, win 58, options [nop,nop,TS val 27839611 ecr 27839610], length 2896
17:48:38.413476 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7859744:7862640, ack 1, win 58, options [nop,nop,TS val 27839612 ecr 27839611], length 2896
17:48:38.416504 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7862640:7865536, ack 1, win 58, options [nop,nop,TS val 27839612 ecr 27839612], length 2896
17:48:38.419532 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7865536:7868432, ack 1, win 58, options [nop,nop,TS val 27839613 ecr 27839612], length 2896
17:48:38.422560 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7868432:7871328, ack 1, win 58, options [nop,nop,TS val 27839614 ecr 27839613], length 2896
17:48:38.425588 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7871328:7874224, ack 1, win 58, options [nop,nop,TS val 27839615 ecr 27839614], length 2896
17:48:38.428616 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 7874224:7877120, ack 1, win 58, options [nop,nop,TS val 27839615 ecr 27839615], length 2896
17:48:38.431644 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7877120:7880016, ack 1, win 58, options [nop,nop,TS val 27839616 ecr 27839615], length 2896
17:48:38.434672 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7880016:7882912, ack 1, win 58, options [nop,nop,TS val 27839617 ecr 27839616], length 2896
17:48:38.437701 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7882912:7885808, ack 1, win 58, options [nop,nop,TS val 27839618 ecr 27839617], length 2896
17:48:38.440728 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7885808:7888704, ack 1, win 58, options [nop,nop,TS val 27839618 ecr 27839618], length 2896
17:48:38.443756 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7888704:7891600, ack 1, win 58, options [nop,nop,TS val 27839619 ecr 27839618], length 2896
17:48:38.446784 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7891600:7894496, ack 1, win 58, options [nop,nop,TS val 27839620 ecr 27839619], length 2896
17:48:38.449812 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7894496:7897392, ack 1, win 58, options [nop,nop,TS val 27839621 ecr 27839620], length 2896
17:48:38.452840 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7897392:7900288, ack 1, win 58, options [nop,nop,TS val 27839621 ecr 27839621], length 2896
17:48:38.455868 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7900288:7903184, ack 1, win 58, options [nop,nop,TS val 27839622 ecr 27839621], length 2896
17:48:38.458896 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7903184:7906080, ack 1, win 58, options [nop,nop,TS val 27839623 ecr 27839622], length 2896
17:48:38.461924 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7906080:7908976, ack 1, win 58, options [nop,nop,TS val 27839624 ecr 27839623], length 2896
17:48:38.464952 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7908976:7911872, ack 1, win 58, options [nop,nop,TS val 27839624 ecr 27839624], length 2896
17:48:38.467980 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7911872:7914768, ack 1, win 58, options [nop,nop,TS val 27839625 ecr 27839624], length 2896
17:48:38.471008 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7914768:7917664, ack 1, win 58, options [nop,nop,TS val 27839626 ecr 27839625], length 2896
17:48:38.474036 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7917664:7920560, ack 1, win 58, options [nop,nop,TS val 27839627 ecr 27839626], length 2896
17:48:38.477065 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7920560:7923456, ack 1, win 58, options [nop,nop,TS val 27839627 ecr 27839627], length 2896
17:48:38.480094 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7923456:7926352, ack 1, win 58, options [nop,nop,TS val 27839628 ecr 27839627], length 2896
17:48:38.483120 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7926352:7929248, ack 1, win 58, options [nop,nop,TS val 27839629 ecr 27839628], length 2896
17:48:38.486148 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7929248:7932144, ack 1, win 58, options [nop,nop,TS val 27839630 ecr 27839629], length 2896
17:48:38.489178 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7932144:7935040, ack 1, win 58, options [nop,nop,TS val 27839630 ecr 27839630], length 2896
17:48:38.492204 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7935040:7937936, ack 1, win 58, options [nop,nop,TS val 27839631 ecr 27839630], length 2896
17:48:38.495232 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7937936:7940832, ack 1, win 58, options [nop,nop,TS val 27839632 ecr 27839631], length 2896
17:48:38.498262 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7940832:7943728, ack 1, win 58, options [nop,nop,TS val 27839633 ecr 27839632], length 2896
17:48:38.501288 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7943728:7946624, ack 1, win 58, options [nop,nop,TS val 27839633 ecr 27839633], length 2896
17:48:38.504316 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7946624:7949520, ack 1, win 58, options [nop,nop,TS val 27839634 ecr 27839633], length 2896
17:48:38.507344 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7949520:7952416, ack 1, win 58, options [nop,nop,TS val 27839635 ecr 27839634], length 2896
17:48:38.510372 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7952416:7955312, ack 1, win 58, options [nop,nop,TS val 27839636 ecr 27839635], length 2896
17:48:38.513400 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7955312:7958208, ack 1, win 58, options [nop,nop,TS val 27839637 ecr 27839636], length 2896
17:48:38.516428 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7958208:7961104, ack 1, win 58, options [nop,nop,TS val 27839637 ecr 27839637], length 2896
17:48:38.519457 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7961104:7964000, ack 1, win 58, options [nop,nop,TS val 27839638 ecr 27839637], length 2896
17:48:38.522484 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7964000:7966896, ack 1, win 58, options [nop,nop,TS val 27839639 ecr 27839638], length 2896
17:48:38.525512 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7966896:7969792, ack 1, win 58, options [nop,nop,TS val 27839640 ecr 27839639], length 2896
17:48:38.528540 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7969792:7972688, ack 1, win 58, options [nop,nop,TS val 27839640 ecr 27839640], length 2896
17:48:38.531568 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7972688:7975584, ack 1, win 58, options [nop,nop,TS val 27839641 ecr 27839640], length 2896
17:48:38.534596 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7975584:7978480, ack 1, win 58, options [nop,nop,TS val 27839642 ecr 27839641], length 2896
17:48:38.537624 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7978480:7981376, ack 1, win 58, options [nop,nop,TS val 27839643 ecr 27839642], length 2896
17:48:38.540652 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7981376:7984272, ack 1, win 58, options [nop,nop,TS val 27839643 ecr 27839643], length 2896
17:48:38.543680 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7984272:7987168, ack 1, win 58, options [nop,nop,TS val 27839644 ecr 27839643], length 2896
17:48:38.546708 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7987168:7990064, ack 1, win 58, options [nop,nop,TS val 27839645 ecr 27839644], length 2896
17:48:38.549736 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7990064:7992960, ack 1, win 58, options [nop,nop,TS val 27839646 ecr 27839645], length 2896
17:48:38.552764 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7992960:7995856, ack 1, win 58, options [nop,nop,TS val 27839646 ecr 27839646], length 2896
17:48:38.555792 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7995856:7998752, ack 1, win 58, options [nop,nop,TS val 27839647 ecr 27839646], length 2896
17:48:38.558821 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 7998752:8001648, ack 1, win 58, options [nop,nop,TS val 27839648 ecr 27839647], length 2896
17:48:38.561848 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8001648:8004544, ack 1, win 58, options [nop,nop,TS val 27839649 ecr 27839648], length 2896
17:48:38.564876 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8004544:8007440, ack 1, win 58, options [nop,nop,TS val 27839649 ecr 27839649], length 2896
17:48:38.567905 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8007440:8010336, ack 1, win 58, options [nop,nop,TS val 27839650 ecr 27839649], length 2896
17:48:38.570932 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8010336:8013232, ack 1, win 58, options [nop,nop,TS val 27839651 ecr 27839650], length 2896
17:48:38.573960 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8013232:8016128, ack 1, win 58, options [nop,nop,TS val 27839652 ecr 27839651], length 2896
17:48:38.576988 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8016128:8019024, ack 1, win 58, options [nop,nop,TS val 27839652 ecr 27839652], length 2896
17:48:38.580016 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8019024:8021920, ack 1, win 58, options [nop,nop,TS val 27839653 ecr 27839652], length 2896
17:48:38.583044 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8021920:8024816, ack 1, win 58, options [nop,nop,TS val 27839654 ecr 27839653], length 2896
17:48:38.586072 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8024816:8027712, ack 1, win 58, options [nop,nop,TS val 27839655 ecr 27839654], length 2896
17:48:38.589100 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8027712:8030608, ack 1, win 58, options [nop,nop,TS val 27839655 ecr 27839655], length 2896
17:48:38.592128 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 8030608:8033504, ack 1, win 58, options [nop,nop,TS val 27839656 ecr 27839655], length 2896
17:48:38.595156 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8033504:8036400, ack 1, win 58, options [nop,nop,TS val 27839657 ecr 27839656], length 2896
17:48:38.598185 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8036400:8039296, ack 1, win 58, options [nop,nop,TS val 27839658 ecr 27839657], length 2896
17:48:38.601212 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8039296:8042192, ack 1, win 58, options [nop,nop,TS val 27839658 ecr 27839658], length 2896
17:48:38.604240 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8042192:8045088, ack 1, win 58, options [nop,nop,TS val 27839659 ecr 27839658], length 2896
17:48:38.607268 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8045088:8047984, ack 1, win 58, options [nop,nop,TS val 27839660 ecr 27839659], length 2896
17:48:38.610296 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8047984:8050880, ack 1, win 58, options [nop,nop,TS val 27839661 ecr 27839660], length 2896
17:48:38.613324 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8050880:8053776, ack 1, win 58, options [nop,nop,TS val 27839661 ecr 27839661], length 2896
17:48:38.616352 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8053776:8056672, ack 1, win 58, options [nop,nop,TS val 27839662 ecr 27839661], length 2896
17:48:38.619380 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8056672:8059568, ack 1, win 58, options [nop,nop,TS val 27839663 ecr 27839662], length 2896
17:48:38.622408 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8059568:8062464, ack 1, win 58, options [nop,nop,TS val 27839664 ecr 27839663], length 2896
17:48:38.625436 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8062464:8065360, ack 1, win 58, options [nop,nop,TS val 27839665 ecr 27839664], length 2896
17:48:38.628464 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8065360:8068256, ack 1, win 58, options [nop,nop,TS val 27839665 ecr 27839665], length 2896
17:48:38.631492 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8068256:8071152, ack 1, win 58, options [nop,nop,TS val 27839666 ecr 27839665], length 2896
17:48:38.634520 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8071152:8074048, ack 1, win 58, options [nop,nop,TS val 27839667 ecr 27839666], length 2896
17:48:38.637548 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8074048:8076944, ack 1, win 58, options [nop,nop,TS val 27839668 ecr 27839667], length 2896
17:48:38.640577 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8076944:8079840, ack 1, win 58, options [nop,nop,TS val 27839668 ecr 27839668], length 2896
17:48:38.643604 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8079840:8082736, ack 1, win 58, options [nop,nop,TS val 27839669 ecr 27839668], length 2896
17:48:38.646632 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8082736:8085632, ack 1, win 58, options [nop,nop,TS val 27839670 ecr 27839669], length 2896
17:48:38.649661 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8085632:8088528, ack 1, win 58, options [nop,nop,TS val 27839671 ecr 27839670], length 2896
17:48:38.652688 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8088528:8091424, ack 1, win 58, options [nop,nop,TS val 27839671 ecr 27839671], length 2896
17:48:38.655716 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8091424:8094320, ack 1, win 58, options [nop,nop,TS val 27839672 ecr 27839671], length 2896
17:48:38.658744 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8094320:8097216, ack 1, win 58, options [nop,nop,TS val 27839673 ecr 27839672], length 2896
17:48:38.661772 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8097216:8100112, ack 1, win 58, options [nop,nop,TS val 27839674 ecr 27839673], length 2896
17:48:38.664800 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8100112:8103008, ack 1, win 58, options [nop,nop,TS val 27839674 ecr 27839674], length 2896
17:48:38.667828 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8103008:8105904, ack 1, win 58, options [nop,nop,TS val 27839675 ecr 27839674], length 2896
17:48:38.670856 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8105904:8108800, ack 1, win 58, options [nop,nop,TS val 27839676 ecr 27839675], length 2896
17:48:38.673884 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8108800:8111696, ack 1, win 58, options [nop,nop,TS val 27839677 ecr 27839676], length 2896
17:48:38.676912 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8111696:8114592, ack 1, win 58, options [nop,nop,TS val 27839677 ecr 27839677], length 2896
17:48:38.679941 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8114592:8117488, ack 1, win 58, options [nop,nop,TS val 27839678 ecr 27839677], length 2896
17:48:38.682968 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8117488:8120384, ack 1, win 58, options [nop,nop,TS val 27839679 ecr 27839678], length 2896
17:48:38.685996 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8120384:8123280, ack 1, win 58, options [nop,nop,TS val 27839680 ecr 27839679], length 2896
17:48:38.689025 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8123280:8126176, ack 1, win 58, options [nop,nop,TS val 27839680 ecr 27839680], length 2896
17:48:38.692052 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8126176:8129072, ack 1, win 58, options [nop,nop,TS val 27839681 ecr 27839680], length 2896
17:48:38.695080 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8129072:8131968, ack 1, win 58, options [nop,nop,TS val 27839682 ecr 27839681], length 2896
17:48:38.698108 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8131968:8134864, ack 1, win 58, options [nop,nop,TS val 27839683 ecr 27839682], length 2896
17:48:38.701136 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8134864:8137760, ack 1, win 58, options [nop,nop,TS val 27839683 ecr 27839683], length 2896
17:48:38.704164 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8137760:8140656, ack 1, win 58, options [nop,nop,TS val 27839684 ecr 27839683], length 2896
17:48:38.707192 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8140656:8143552, ack 1, win 58, options [nop,nop,TS val 27839685 ecr 27839684], length 2896
17:48:38.710220 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8143552:8146448, ack 1, win 58, options [nop,nop,TS val 27839686 ecr 27839685], length 2896
17:48:38.713248 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8146448:8149344, ack 1, win 58, options [nop,nop,TS val 27839686 ecr 27839686], length 2896
17:48:38.716276 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8149344:8152240, ack 1, win 58, options [nop,nop,TS val 27839687 ecr 27839686], length 2896
17:48:38.719305 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 8152240:8155136, ack 1, win 58, options [nop,nop,TS val 27839688 ecr 27839687], length 2896
